,recruitType,year,ranking,name,school,committedTo,position,height,weight,stars,rating,city,stateProvince,country
3541,HighSchool,2019,,Kellen Kranc,Enumclaw Sr,Eastern Washington,PRO,75.0,180.0,2,0.7697,Enumclaw,WA,
3542,HighSchool,2019,,Bill Benjamin,Auburn Mountainview,,CB,74.0,180.0,2,0.7697,Auburn,WA,
3543,HighSchool,2019,,Jaeger Hoffmann,Moorpark,Eastern Washington,ILB,75.0,210.0,2,0.7697,Moorpark,CA,
3544,HighSchool,2019,,Avery Taggart,Eureka Sr.,Southern Illinois,TE,76.0,220.0,2,0.7697,Eureka,MO,
3545,HighSchool,2019,,Nolan Grooms,The Taft School,Yale,DUAL,74.0,180.0,2,0.7697,Watertown,CT,
3546,HighSchool,2019,,Marcus Turner,Needles,,RB,71.0,165.0,2,0.7697,Needles,CA,
3547,HighSchool,2019,,Decarleon Townsend,Bedford,Air Force,OLB,72.0,195.0,2,0.7697,Bedford,OH,
3548,HighSchool,2019,,Khalif Spry,Peninsula,,OC,75.0,275.0,2,0.7697,Gig Harbor,WA,
3549,HighSchool,2019,,DeLaend Ford,Oliver M. Hazen,,CB,73.0,170.0,2,0.7697,Renton,WA,
3550,HighSchool,2019,,Phillip Hopkins,Robert E. Lee,Jacksonville State,WDE,74.0,215.0,2,0.7697,Montgomery,AL,
3551,HighSchool,2019,,Devonte' Mathews,Central,,CB,72.0,171.0,2,0.7697,Phenix City,AL,
3552,HighSchool,2019,,Orlando Ornelas,Chaparral,UC Davis,WR,71.5,162.0,2,0.7697,Temecula,CA,
3553,HighSchool,2019,,Thor Paglialong,Marian Central Catholic,Air Force,OC,76.0,260.0,2,0.7697,Woodstock,IL,
3554,HighSchool,2019,,Elijah Mayes,Hephzibah,,WDE,74.0,205.0,2,0.7697,Hephzibah,GA,
3555,HighSchool,2019,,David O'Keeffe,Brother Rice,,SDE,75.0,225.0,2,0.7697,Oak Lawn,IL,
3556,HighSchool,2019,,Braeden Potter,Peninsula,Washington State,RB,71.0,205.0,2,0.7697,Gig Harbor,WA,
3557,HighSchool,2019,,Isaiah Ward,Inderkum,,OLB,73.0,205.0,2,0.7697,Sacramento,CA,
3558,HighSchool,2019,,Branden Owens,Bishop O'Dowd,Air Force,OLB,72.0,210.0,2,0.7697,Oakland,CA,
3559,HighSchool,2019,,Judaea Moon,Valley Christian,,FB,71.0,243.0,2,0.7697,San Jose,CA,
3560,HighSchool,2019,,Jelani Warren,Bishop O'Dowd,,CB,73.0,190.0,2,0.7697,Oakland,CA,
3561,HighSchool,2019,,Elias Rios,Cypress,,WR,76.0,190.0,2,0.7697,Cypress,CA,
3562,HighSchool,2019,,Railan Peace,Sunny Hills,,WR,73.5,180.0,2,0.7697,Fullerton,CA,
3563,HighSchool,2019,,Parker Clayton,Folsom,,ATH,73.0,185.0,2,0.7697,Folsom,CA,
3564,HighSchool,2019,,Will Johnson,Lakeside School,,TE,78.0,210.0,2,0.7697,Seattle,WA,
3565,HighSchool,2019,,Kyon Barrs,Murrieta Mesa,,DT,75.0,285.0,2,0.7697,Murrieta,CA,
3566,HighSchool,2019,,Maxwell Anderson,Moreau Catholic,,CB,71.0,150.0,2,0.7697,Hayward,CA,
3567,HighSchool,2019,,Dawson Hurst,Del Oro,,CB,72.0,195.0,2,0.7697,Loomis,CA,
3568,HighSchool,2019,,Charles Bein,San Clemente,Air Force,P,74.0,150.0,2,0.7697,San Clemente,CA,
3569,HighSchool,2019,,Patrick Ross,Hope College Prep,Eastern Michigan,SDE,77.0,245.0,2,0.7697,Chicago,IL,
3570,HighSchool,2019,,Paul Fay,Hononegah,,OG,75.0,300.0,2,0.7697,Rockton,IL,
3571,HighSchool,2019,,D.J. Cotton,Brooks College Prep,,PRO,77.0,180.0,2,0.7697,Chicago,IL,
3572,HighSchool,2019,,Ivan Gleyzer,Adlai Stevenson,,OG,76.0,260.0,2,0.7697,Lincolnshire,IL,
3573,HighSchool,2019,,Khalil Saunders,Immaculate Conception,,S,71.0,180.0,2,0.7697,Elmhurst,IL,
3574,HighSchool,2019,,Jake Gonzalez,Loyola Academy,Pennsylvania,OLB,74.0,200.0,2,0.7697,Wilmette,IL,
3575,HighSchool,2019,,Jake Stern,Ft. Zumwalt West,Air Force,WDE,76.0,225.0,2,0.7697,O'Fallon,MO,
3576,HighSchool,2019,,Jon Denny,Liberty,Washington State,OT,79.0,300.0,2,0.7697,Spangle,WA,
3577,HighSchool,2019,,Koale Schroeder,Paloma Valley,,WR,71.0,161.0,2,0.7697,Menifee,CA,
3578,HighSchool,2019,,Vito Orlando,Lutheran South,,PRO,74.0,185.0,2,0.7697,Saint Louis,MO,
3579,HighSchool,2019,,Nevin Hughes,Riverview Community,,OLB,73.0,210.0,2,0.7697,Wyandotte,MI,
3580,HighSchool,2019,,Jacob Dobbs,De La Salle Collegiate,Holy Cross,OLB,72.0,205.0,2,0.7697,Warren,MI,
3581,HighSchool,2019,,Travis Miracle,Yale Senior,,SDE,76.0,260.0,2,0.7697,Yale,MI,
3582,HighSchool,2019,,Jackson Kollath,Hamilton,Wisconsin,ATH,74.0,235.0,2,0.7697,Sussex,WI,
3583,HighSchool,2019,,William Myles,Scotlandville Magnet,,DT,72.0,315.0,2,0.7697,Baton Rouge,LA,
3584,HighSchool,2019,,Devion Hookfin,Kentwood,,CB,68.0,165.0,2,0.7697,Kentwood,LA,
3585,HighSchool,2019,,Johnny Guzman,Del Oro,,WR,73.0,176.0,2,0.7697,Loomis,CA,
3586,HighSchool,2019,,Marvin James,Pebblebrook,,OT,75.0,295.0,2,0.7697,Mableton,GA,
3587,HighSchool,2019,,Tye Herbstreit,Montgomery Bell Academy,,WR,72.0,170.0,2,0.7697,Nashville,TN,
3588,HighSchool,2019,,Jihad Abdul-Haqq,Rainier Beach,,DUAL,73.0,175.0,2,0.7697,Seattle,WA,
3589,HighSchool,2019,,Donald Berniard,University Lab,Navy,DT,72.0,280.0,2,0.7697,Baton Rouge,LA,
3590,HighSchool,2019,,Bryce Peterson,Thomas Downey,,WR,70.0,171.0,2,0.7697,Modesto,CA,
3591,HighSchool,2019,,Corey Wilson,Warren Central,Southern Mississippi,RB,72.0,175.0,2,0.7697,Vicksburg,MS,
3592,HighSchool,2019,,Will Lyman,Westlake,,S,73.0,185.0,2,0.7697,Westlake Village,CA,
3593,HighSchool,2019,,Martin Laham,Xaverian Brothers,,ATH,74.0,195.0,2,0.7697,Dedham,MA,
3594,HighSchool,2019,,Naquandre Grace,St. Lucie West Centennial,Navy,CB,72.0,165.0,2,0.7697,Port Saint Lucie,FL,
3595,HighSchool,2019,,Will Jontz,Brighton,,DUAL,75.0,195.0,2,0.7697,Brighton,MI,
3596,HighSchool,2019,,Chris Sonnenberg,Patriot,,PRO,74.0,220.0,2,0.7697,Nokesville,VA,
3597,HighSchool,2019,,Tupu Alualu,Moanalua,,DT,74.0,310.0,2,0.7697,Honolulu,HI,
3598,HighSchool,2019,,Joseph Kimmey,Kapolei,,OG,77.0,315.0,2,0.7697,Kapolei,HI,
3599,HighSchool,2019,,Dane Leituala,Taylorsville,,ILB,70.0,226.0,2,0.7697,Salt Lake City,UT,
3600,HighSchool,2019,,Jaden Severy,Terry Fox,,ATH,74.0,175.0,2,0.7697,Port Coquitlam,BC,
3601,HighSchool,2019,,Bryson Breeze,Lake Oswego Senior,,S,71.0,195.0,2,0.7697,Lake Oswego,OR,
3602,HighSchool,2019,,Shane Semeit,Capital Christian,,OT,79.0,280.0,2,0.7697,Sacramento,CA,
3603,HighSchool,2019,,Roger Millimono,Rainier Beach,,OG,74.0,259.0,2,0.7697,Seattle,WA,
3604,HighSchool,2019,,Briasen Harward,Bingham,,TE,74.0,227.0,2,0.7697,South Jordan,UT,
3605,HighSchool,2019,,Thomas Vi,Liberty,,TE,74.5,225.0,2,0.7697,Brentwood,CA,
3606,HighSchool,2019,,Josh McKey,Liberty,,OG,75.0,315.0,2,0.7697,Brentwood,CA,
3607,HighSchool,2019,,Keyon Martin,Deerfield Beach,,CB,71.0,160.0,2,0.7697,Deerfield Beach,FL,
3608,HighSchool,2019,,Charlie Rogers,Del Oro,,ILB,74.0,220.0,2,0.7697,Loomis,CA,
3609,HighSchool,2019,,Israel Presley,Rainier Beach,,OT,77.0,265.0,2,0.7697,Seattle,WA,
3610,HighSchool,2019,,D'Von Lang,Valley Christian,,CB,71.5,150.0,2,0.7697,San Jose,CA,
3611,HighSchool,2019,,Jimmie Edwards,Galileo,,RB,68.0,185.0,2,0.7697,San Francisco,CA,
3612,HighSchool,2019,,Kevin Eldredge,Mountain View,,OT,77.0,300.0,2,0.7697,Meridian,ID,
3613,HighSchool,2019,,Joey Echigoshima,Bellevue,,CB,71.0,175.0,2,0.7697,Bellevue,WA,
3614,HighSchool,2019,,John Eldridge,Lee's Summit North,,RB,68.0,174.0,2,0.7697,Lees Summit,MO,
3615,HighSchool,2019,,Xavier Gonsalves,Mashpee,UMass,SDE,74.0,238.0,2,0.7697,Mashpee,MA,
3616,HighSchool,2019,,Solomon Rogers,Rolesville,Charlotte,CB,72.0,180.0,2,0.7697,Rolesville,NC,
3617,HighSchool,2019,,James Dineen,St. Francis,,TE,76.0,240.0,2,0.7697,Mountain View,CA,
3618,HighSchool,2019,,Tre Long,Lake Stevens Sr,,DUAL,73.0,195.0,2,0.7697,Lake Stevens,WA,
3619,HighSchool,2019,,Davon Bomar,Bel Air,Coastal Carolina,WDE,75.0,245.0,2,0.7697,Bel Air,MD,
3620,HighSchool,2019,,Taylor Milton,Zachary,New Mexico State,OLB,74.0,210.0,2,0.7697,Zachary,LA,
3621,HighSchool,2019,,Dylan Zagula,Belleville,,OLB,73.0,217.0,2,0.7697,Belleville,MI,
3622,HighSchool,2019,,Ian Kennelly,Eisenhower,Grand Valley State,S,74.0,180.0,2,0.7697,Utica,MI,
3623,HighSchool,2019,,Tyler Connolly,Marysville,Toledo,OT,77.0,275.0,2,0.7697,Marysville,OH,
3624,HighSchool,2019,,Tavius Sykora-Matthess,George Washington,,SDE,77.0,240.0,2,0.7697,Cedar Rapids,IA,
3625,HighSchool,2019,,Tyler Dickson,El Cerrito,,PRO,73.5,199.0,2,0.7697,El Cerrito,CA,
3626,HighSchool,2019,,Erik Bainter,Bothell,,PRO,75.0,185.0,2,0.7697,Bothell,WA,
3627,HighSchool,2019,,Lucas Allen,Campolindo,California,WR,74.0,205.0,2,0.7697,Moraga,CA,
3628,HighSchool,2019,,Quinn Roff,San Marcos,,OLB,74.0,210.0,2,0.7697,San Marcos,CA,
3629,HighSchool,2019,,Marcus Nesby,Santiago,,CB,71.0,160.0,2,0.7697,Corona,CA,
3630,HighSchool,2019,,Dante Giusti,St. Francis,,DT,74.0,255.0,2,0.7697,Mountain View,CA,
3631,HighSchool,2019,,Joseph Hanson,Mars Hill Bible School,,ATH,73.0,205.0,2,0.7697,Florence,AL,
3632,HighSchool,2019,,Jalen Bustamante,Thompson,,S,73.0,196.0,2,0.7697,Alabaster,AL,
3633,HighSchool,2019,,Zion Carter,Berkeley Prep,Dartmouth,TE,78.0,235.0,2,0.7697,Tampa,FL,
3634,HighSchool,2019,,Will McDonald,Porter Ridge,Coastal Carolina,OG,74.0,306.0,2,0.7697,Indian Trail,NC,
3635,HighSchool,2019,,Zach Hopkins,James Clemens,Mercer,ILB,72.0,220.0,2,0.7697,Madison,AL,
3636,HighSchool,2019,,Jermaine Brown,St. Luke's Episcopal,UAB,WR,69.0,170.0,2,0.7697,Mobile,AL,
3637,HighSchool,2019,,Lance Wise,Hillgrove,Mercer,S,68.0,183.0,2,0.7697,Powder Springs,GA,
3638,HighSchool,2019,,Luc Andrada,East,BYU,DUAL,69.5,161.0,2,0.7697,Pueblo,CO,
3639,HighSchool,2019,,Jake Hill,Abbeville,Coastal Carolina,OG,74.0,265.0,2,0.7697,Abbeville,SC,
3640,HighSchool,2019,,Ayden Noriega,Tascosa,Rice,RB,69.0,170.0,2,0.7697,Amarillo,TX,
3641,HighSchool,2019,,Jerry Johnson,Treasure Coast,Rice,OG,73.0,280.0,2,0.7697,Port Saint Lucie,FL,
3642,HighSchool,2019,,Bronson Olevao,Highland,Utah State,S,73.0,185.0,2,0.7697,Salt Lake City,UT,
3643,HighSchool,2019,,Zac Tuinei,Noblesville,,S,73.0,185.0,2,0.7697,Noblesville,IN,
3644,HighSchool,2019,,Nino Mastromatteo,Everest Collegiate,Coastal Carolina,WR,73.0,175.0,2,0.7697,Clarkston,MI,
3645,HighSchool,2019,,Artest Banks,Aquinas,,ILB,73.0,225.0,2,0.7691,Augusta,GA,
3646,HighSchool,2019,,John Harris,Roncalli,Ball State,DT,75.0,265.0,2,0.7691,Indianapolis,IN,
3647,HighSchool,2019,,Davis Tinger,Friendswood,,SDE,75.0,235.0,2,0.7691,Friendswood,TX,
3648,HighSchool,2019,,Trevion Robertson,Manvel,,CB,67.0,160.0,2,0.7691,Manvel,TX,
3649,HighSchool,2019,,Omaric Battles,Klein,,CB,70.0,177.0,2,0.7691,Spring,TX,
3650,HighSchool,2019,,Clifford Funderburk,North Forney,,SDE,75.0,223.0,2,0.7691,Forney,TX,
3651,HighSchool,2019,,Tyler Knoop,Fort Worth Christian,Georgetown,DUAL,72.0,160.0,2,0.7691,North Richland Hills,TX,
3652,HighSchool,2019,,Robert Springer Jr.,Little Rock Christian Academy,,CB,69.0,150.0,2,0.7691,Little Rock,AR,
3653,HighSchool,2019,,Davis Wofford,Joe T. Robinson,Army,WDE,72.0,230.0,2,0.768,Little Rock,AR,
3654,HighSchool,2019,,Tyler Hardeman,Folsom,Sacramento State,DT,74.0,260.0,2,0.768,Folsom,CA,
3655,HighSchool,2019,,Payson Campisano,Torrey Pines,Cal Poly,OG,76.0,230.0,2,0.768,Encinitas,CA,
3656,HighSchool,2019,,Tyler Hunter,Whitehaven,,ILB,70.0,222.0,2,0.768,Memphis,TN,
3657,HighSchool,2019,,Devon Starling,Cane Ridge,,RB,72.0,190.0,2,0.768,Antioch,TN,
3658,HighSchool,2019,,Zack Hillstock,Dorman,,CB,70.0,190.0,2,0.768,Roebuck,SC,
3659,HighSchool,2019,,Joshua George,Benton,Central Arkansas,OG,75.0,309.0,2,0.768,Benton,AR,
3660,HighSchool,2019,,Thomas Hayden,Memphis University School,,ATH,74.0,205.0,2,0.768,Memphis,TN,
3661,HighSchool,2019,,Joy Kabelu,Cane Ridge,,DT,76.0,330.0,2,0.768,Antioch,TN,
3662,HighSchool,2019,,Garrett Braden,New Canaan,Rice,OLB,74.0,215.0,2,0.768,New Canaan,CT,
3663,HighSchool,2019,,Michael Kelly,Graham,Charlotte,WDE,75.0,225.0,2,0.768,Graham,NC,
3664,HighSchool,2019,,Allen Smith,Culver City,Wyoming,CB,67.5,151.0,2,0.768,Culver City,CA,
3665,HighSchool,2019,,Carson Keltner,Centennial,Air Force,OC,73.0,279.0,2,0.768,Peoria,AZ,
3666,HighSchool,2019,,Traveon Latimore,Madison County,Kennesaw State,WR,73.0,203.0,2,0.768,Danielsville,GA,
3667,HighSchool,2019,,Christian Hunter,Kaiser,Colorado State,RB,72.0,190.0,2,0.768,Fontana,CA,
3668,HighSchool,2019,,Dagen Rash,Belfry,,OG,74.0,280.0,2,0.768,Belfry,KY,
3669,HighSchool,2019,,Ethan Miner,Kingswood-Oxford School,Arkansas State,OG,74.5,283.0,2,0.768,West Hartford,CT,
3670,HighSchool,2019,,Konota Gaskins,McKeesport,Bowling Green,CB,73.0,190.0,2,0.768,Mckeesport,PA,
3671,HighSchool,2019,,Jeremy Jones,Lewisville,Tulsa,OT,77.0,301.0,2,0.768,Lewisville,TX,
3672,HighSchool,2019,,Tony Williams,Saddleback,Old Dominion,OLB,72.0,195.0,2,0.768,Mission Viejo,CA,
3673,HighSchool,2019,,Justin Mayers,Reedy,UTEP,DT,76.0,280.0,2,0.768,Frisco,TX,
3674,HighSchool,2019,,Carson Collins,Lovejoy,Tulsa,PRO,73.0,190.0,2,0.768,Lucas,TX,
3675,HighSchool,2019,,Chandler Crite,Lebanon,Ball State,ATH,72.0,175.0,2,0.768,Lebanon,TN,
3676,HighSchool,2019,,Caleb Herring,St. Edward,Akron,OT,79.0,300.0,2,0.768,Lakewood,OH,
3677,HighSchool,2019,,Randy Cochran,Norcross,Akron,CB,72.0,175.0,2,0.768,Norcross,GA,
3678,HighSchool,2019,,Noah Cameron,Kokomo,Eastern Michigan,WR,73.0,185.0,2,0.768,Kokomo,IN,
3679,HighSchool,2019,,Colt Jennings,Padua Franciscan,Kent State,WDE,75.0,225.0,2,0.768,Cleveland,OH,
3680,HighSchool,2019,,AJ Gillie,Natchitoches Central,Louisiana,OG,75.0,280.0,2,0.768,Natchitoches,LA,
3681,HighSchool,2019,,Amaru Herring,East Duplin,Georgia Southern,DT,73.0,260.0,2,0.768,Beulaville,NC,
3682,HighSchool,2019,,Julian Richardson,Westover,Akron,ILB,74.0,210.0,2,0.768,Albany,GA,
3683,HighSchool,2019,,Andrew Leak,Heard County,Middle Tennessee,ILB,70.0,210.0,2,0.768,Franklin,GA,
3684,HighSchool,2019,,Jacob Cowing,Maricopa,UTEP,WR,70.0,175.0,2,0.768,Maricopa,AZ,
3685,HighSchool,2019,,Nick Giacolone,Venice,New Mexico State,ILB,75.0,220.0,2,0.768,Venice,FL,
3686,HighSchool,2019,,J.J. Lippe,Whitefish Bay,Northern Illinois,OG,76.0,275.0,2,0.768,Milwaukee,WI,
3687,HighSchool,2019,,Brandon Crum,Auburn,South Alabama,OT,76.0,260.0,2,0.768,Auburn,AL,
3688,HighSchool,2019,,Joseph Doleman,Sherando,Marshall,OLB,73.0,217.0,2,0.768,Stephens City,VA,
3689,HighSchool,2019,,Christian Sims,Norcross,Bowling Green,TE,74.0,207.0,2,0.768,Norcross,GA,
3690,HighSchool,2019,,Kenny Frazier Jr.,Opelousas,Texas State,ATH,70.0,150.0,2,0.768,Opelousas,LA,
3691,HighSchool,2019,,Tim Williams,Searcy,,WR,75.0,188.0,2,0.7667,Searcy,AR,
3692,HighSchool,2019,,Jordan Blakely,Foothill,Air Force,CB,73.5,183.0,2,0.7667,Henderson,NV,
3693,HighSchool,2019,,Patrick Owen,St. Xavier,,OLB,73.0,235.0,2,0.7667,Louisville,KY,
3694,HighSchool,2019,,Max Brosmer,Centennial,,PRO,74.0,195.0,2,0.7667,Roswell,GA,
3695,HighSchool,2019,,Caden McKinnis,Logan County,Austin Peay,DT,74.0,250.0,2,0.7667,Russellville,KY,
3696,HighSchool,2019,,El-Amin Greer,Liberty-Eylau,,WR,74.0,180.0,2,0.7667,Texarkana,TX,
3697,HighSchool,2019,,Marc Rumpke,Lexington Catholic,,OG,74.0,290.0,2,0.7667,Lexington,KY,
3698,HighSchool,2019,,Xzavion Florence,Kimball,,CB,73.0,170.0,2,0.7667,Dallas,TX,
3699,HighSchool,2019,,Dorian Davis,Shelby,James Madison,CB,72.0,180.0,2,0.7667,Shelby,NC,
3700,HighSchool,2019,,Hasani Adams,West Memphis,,DT,74.0,300.0,2,0.7667,West Memphis,AR,
3701,HighSchool,2019,,Tevin Shipp,Smyrna,,OLB,74.0,215.0,2,0.7667,Smyrna,TN,
3702,HighSchool,2019,,Taye Gatewood,Southside,,ATH,72.0,183.0,2,0.7667,Fort Smith,AR,
3703,HighSchool,2019,,Landon Newman,Daviess County,,RB,72.0,190.0,2,0.7667,Owensboro,KY,
3704,HighSchool,2019,,Coleman Johnson,Fayetteville,Idaho,SDE,73.0,235.0,2,0.7667,Fayetteville,AR,
3705,HighSchool,2019,,Jamel Brown,Desert Pines,Charlotte,S,71.0,192.0,2,0.7667,Las Vegas,NV,
3706,HighSchool,2019,,Jesse Vasquez,Oaks Christian,Utah State,LS,73.0,220.0,2,0.7667,Westlake Village,CA,
3707,HighSchool,2019,,Brandon Jones,Waggener Traditional,,RB,70.0,195.0,2,0.7667,Louisville,KY,
3708,HighSchool,2019,,Anthony Switzer,Marion,Arkansas State,S,72.0,190.0,2,0.7667,Marion,AR,
3709,HighSchool,2019,,Wyatt Rohmer,Byron Nelson,Navy,S,71.0,180.0,2,0.7667,Trophy Club,TX,
3710,HighSchool,2019,,Kendrick Curry,Bryan Station,,S,72.0,160.0,2,0.7667,Lexington,KY,
3711,HighSchool,2019,,Declan Kyler,Skyline,,OG,75.0,300.0,2,0.7667,Mesa,AZ,
3712,HighSchool,2019,,Zak Wallace,Benton,UT Martin,RB,72.0,195.0,2,0.7667,Benton,AR,
3713,HighSchool,2019,,Tyrese Solomon,Southside,,WR,68.0,158.0,2,0.7667,Fort Smith,AR,
3714,HighSchool,2019,,Jordan White,Chaparral,Eastern Washington,CB,71.5,187.0,2,0.7667,Temecula,CA,
3715,HighSchool,2019,,Zhane Harper,Cabot,,S,72.0,168.0,2,0.7667,Cabot,AR,
3716,HighSchool,2019,,Jaloveon Lagroon,T L Hanna,,OLB,74.0,200.0,2,0.7667,Anderson,SC,
3717,HighSchool,2019,,Michael Monios,Choate Rosemary Hall,,WR,70.0,180.0,2,0.7652,Wallingford,CT,
3718,HighSchool,2019,,Andrew Bench,Genoa Area,Bowling Green,WDE,77.0,220.0,2,0.7641,Genoa,OH,
3719,HighSchool,2019,,Evan Davis,Rumson-Fair Haven,Buffalo,LS,70.0,250.0,2,0.7641,Rumson,NJ,
3720,HighSchool,2019,,Jacquez Allen,Jefferson Davis,Wofford,RB,69.0,181.0,2,0.7641,Montgomery,AL,
3721,HighSchool,2019,,Zachary Nwachukwu,Plano East,Stephen F. Austin,CB,69.0,180.0,2,0.7641,Plano,TX,
3722,HighSchool,2019,,T'Mar White,Cedar Hill,,ATH,72.0,180.0,2,0.7641,Cedar Hill,TX,
3723,HighSchool,2019,,Justin Jefferson,Oakland,,ATH,71.0,180.0,2,0.763,Murfreesboro,TN,
3724,HighSchool,2019,,Fred Orr,Rossview,,RB,71.0,195.0,2,0.763,Clarksville,TN,
3725,HighSchool,2019,,Baylor Segree,LaVergne,,CB,70.0,160.0,2,0.763,LaVergne,TN,
3726,HighSchool,2019,,Marlon Alexander,Smyrna,Gardner-Webb,DT,73.0,270.0,2,0.763,Smyrna,TN,
3727,HighSchool,2019,,Xavier Myers,Oakland,Illinois State,RB,70.0,191.0,2,0.763,Murfreesboro,TN,
3728,HighSchool,2019,,Josh Watch,Clarksville,,ATH,71.0,182.0,2,0.763,Clarksville,TN,
3729,HighSchool,2019,,Jordan Wright,Collierville,,CB,70.5,160.0,2,0.763,Collierville,TN,
3730,HighSchool,2019,,Dashaun McKinney,Fulton,,WR,74.0,185.0,2,0.763,Knoxville,TN,
3731,HighSchool,2019,,Jaheem Hazel,Whale Branch,,CB,71.0,180.0,2,0.763,Seabrook,SC,
3732,HighSchool,2019,,Zacary Henson,Alma,,OG,75.0,280.0,2,0.763,Alma,AR,
3733,HighSchool,2019,,MarQuez Casey,Jacksonville,Central Arkansas,WDE,74.0,225.0,2,0.763,Jacksonville,AR,
3734,HighSchool,2019,,Larry Donnell,Horn,,S,70.5,179.0,2,0.763,Mesquite,TX,
3735,HighSchool,2019,,Avery Williams,Brentwood,Chattanooga,WR,71.5,161.0,2,0.763,Brentwood,TN,
3736,HighSchool,2019,,Ryan Stapp,College Station,,CB,70.0,151.0,2,0.763,College Station,TX,
3737,HighSchool,2019,,Jake Rogers,Highland,Bowling Green,WR,68.0,160.0,2,0.763,Medina,OH,
3738,HighSchool,2019,,Winston Jules,Salisbury School,Connecticut,CB,71.0,160.0,2,0.763,Salisbury,CT,
3739,HighSchool,2019,,Kirk Lockhart,Cedar Hill,Rice,S,70.0,180.0,2,0.763,Cedar Hill,TX,
3740,HighSchool,2019,,Jett Kinsch,Liberty,UTEP,RB,72.0,190.0,2,0.763,Globe,AZ,
3741,HighSchool,2019,,Demarr Hayes,La Vega,UTEP,SDE,74.0,225.0,2,0.763,Waco,TX,
3742,HighSchool,2019,,Stanley Wynn,Seminole,Tulsa,CB,72.0,185.0,2,0.763,Sanford,FL,
3743,HighSchool,2019,,Joe Misak,Mattawan,Western Michigan,DT,,,2,0.763,Mattawan,MI,
3744,HighSchool,2019,,Bryson Norris,Crestview,South Alabama,OG,75.0,355.0,2,0.763,Crestview,FL,
3745,HighSchool,2019,,Chris Butash,Carrollwood Day,Holy Cross,PRO,74.0,185.0,2,0.7597,Tampa,FL,
3746,HighSchool,2019,,Ethan Eilertson,Enumclaw Sr,,WR,75.0,180.0,2,0.7597,Enumclaw,WA,
3747,HighSchool,2019,,Dawson Jolley,West Linn,,CB,71.0,170.0,2,0.7597,West Linn,OR,
3748,HighSchool,2019,,Tre Ratcliff,Madison,,ATH,71.0,165.0,2,0.7597,Portland,OR,
3749,HighSchool,2019,,William Horne,C.P.A.,Georgetown,OLB,73.0,205.0,2,0.7597,Nashville,TN,
3750,HighSchool,2019,,Mark Waid,Girard Sr,Fordham,PRO,75.0,215.0,2,0.7597,Girard,OH,
3751,HighSchool,2019,,Cameron Shannon,Homestead,,CB,69.5,167.0,2,0.7597,Fort Wayne,IN,
3752,HighSchool,2019,,Chris Kongbo,Vancouver College Prep,,S,73.0,205.0,2,0.7597,North Vancouver,BC,
3753,HighSchool,2019,,Kade Hustler,Southridge,,SDE,75.0,245.0,2,0.7597,Beaverton,OR,
3754,HighSchool,2019,,Alejandro Castrochase,Sandy,,OT,78.0,285.0,2,0.7597,Sandy,OR,
3755,HighSchool,2019,,Liam Mahoney,Shoreham-Wading River,,OG,75.0,265.0,2,0.7597,Shoreham,NY,
3756,HighSchool,2019,,A.J. Gates,Mountain Brook,,RB,67.0,180.0,2,0.7597,Birmingham,AL,
3757,HighSchool,2019,,Jevan Swanigan,Cass Technical,,RB,70.0,165.0,2,0.7597,Detroit,MI,
3758,HighSchool,2019,,Evan Greve,Eastside Catholic,,OLB,76.0,220.0,2,0.7597,Sammamish,WA,
3759,HighSchool,2019,,Richard Krebs,Servite,Princeton,OG,75.0,270.0,2,0.7597,Anaheim,CA,
3760,HighSchool,2019,,Andrew Blitzke,Cesar Chavez,,OLB,72.0,194.0,2,0.7597,Laveen,AZ,
3761,HighSchool,2019,,Melique Straker,St. Francis,,CB,70.0,180.0,2,0.7597,Attica,NY,
3762,HighSchool,2019,,Amir Wallace,De La Salle,San Diego,CB,72.0,155.0,2,0.7597,Concord,CA,
3763,HighSchool,2019,,Devvin Gitchuway,Rancho Cucamonga,,WR,70.0,160.0,2,0.7597,Rancho Cucamonga,CA,
3764,HighSchool,2019,,Mason Ahlemeyer,Skyline,,WDE,75.0,250.0,2,0.7597,Sammamish,WA,
3765,HighSchool,2019,,Dylan Sigman,Temecula Valley,,WR,75.0,195.0,2,0.7597,Temecula,CA,
3766,HighSchool,2019,,Zayne Nofal,Chaparral,,CB,69.0,178.0,2,0.7597,Temecula,CA,
3767,HighSchool,2019,,Logan Kallesen,Shiloh Christian,,OG,76.0,296.0,2,0.7597,Springdale,AR,
3768,HighSchool,2019,,Garrett Wallace,Eastside Catholic,,OT,80.0,305.0,2,0.7597,Sammamish,WA,
3769,HighSchool,2019,,Sam Weaver,West Clermont,,OT,77.0,275.0,2,0.7597,Cincinnati,OH,
3770,HighSchool,2019,,Edmond Lahlouh,Junipero Serra,Rice,ILB,72.0,200.0,2,0.7597,San Mateo,CA,
3771,HighSchool,2019,,Ben Skinner,Riverbend,,OLB,74.0,220.0,2,0.7597,Fredericksburg,VA,
3772,HighSchool,2019,,Evan Mannes,Glacier Peak,,ATH,76.0,200.0,2,0.7597,Snohomish,WA,
3773,HighSchool,2019,,Jermaine Baker,Nazareth Academy,Yale,S,74.0,200.0,2,0.7597,La Grange Park,IL,
3774,HighSchool,2019,,Nathan Lugo,Nazareth Academy,,WDE,75.0,250.0,2,0.7597,La Grange Park,IL,
